"ID","HowToGet"
"fpp2-goog","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/goog.csv""]"
"fpp2-goog200","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/goog200.csv""]"
"fpp2-guinearice","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/guinearice.csv""]"
"fpp2-h02","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/h02.csv""]"
"fpp2-hyndsight","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/hyndsight.csv""]"
"fpp2-insurance","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/insurance.csv""]"
"fpp2-livestock","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/livestock.csv""]"
"fpp2-marathon","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/marathon.csv""]"
"fpp2-maxtemp","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/maxtemp.csv""]"
"fpp2-melsyd","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/melsyd.csv""]"
"fpp2-mens400","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/mens400.csv""]"
"fpp2-oil","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/oil.csv""]"
"fpp2-prison","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/prison.csv""]"
"fpp2-prisonLF","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/prisonLF.csv""]"
"fpp2-qauselec","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/qauselec.csv""]"
"fpp2-qcement","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/qcement.csv""]"
"fpp2-qgas","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/qgas.csv""]"
"fpp2-sunspotarea","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/sunspotarea.csv""]"
"fpp2-uschange","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/uschange.csv""]"
"fpp2-usmelec","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/usmelec.csv""]"
"fpp2-visnights","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/visnights.csv""]"
"fpp2-wmurders","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/fpp2/wmurders.csv""]"
"gap-aldh2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/aldh2.csv""]"
"gap-apoeapoc","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/apoeapoc.csv""]"
"gap-cf","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/cf.csv""]"
"gap-cnv","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/cnv.csv""]"
"gap-crohn","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/crohn.csv""]"
"gap-fa","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/fa.csv""]"
"gap-fsnps","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/fsnps.csv""]"
"gap-hla","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/hla.csv""]"
"gap-inf1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/inf1.csv""]"
"gap-jma.cojo","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/jma.cojo.csv""]"
"gap-l51","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/l51.csv""]"
"gap-lukas","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/lukas.csv""]"
"gap-mao","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/mao.csv""]"
"gap-meyer","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/meyer.csv""]"
"gap-mfblong","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/mfblong.csv""]"
"gap-mr","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/mr.csv""]"
"gap-nep499","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/nep499.csv""]"
"gap-PD","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gap/PD.csv""]"
"geepack-dietox","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/geepack/dietox.csv""]"
"geepack-koch","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/geepack/koch.csv""]"
"geepack-muscatine","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/geepack/muscatine.csv""]"
"geepack-ohio","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/geepack/ohio.csv""]"
"geepack-respdis","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/geepack/respdis.csv""]"
"geepack-respiratory","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/geepack/respiratory.csv""]"
"geepack-seizure","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/geepack/seizure.csv""]"
"geepack-sitka89","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/geepack/sitka89.csv""]"
"geepack-spruce","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/geepack/spruce.csv""]"
"ggplot2-diamonds","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ggplot2/diamonds.csv""]"
"ggplot2-economics","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ggplot2/economics.csv""]"
"ggplot2-economics_long","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ggplot2/economics_long.csv""]"
"ggplot2-faithfuld","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ggplot2/faithfuld.csv""]"
"ggplot2-luv_colours","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ggplot2/luv_colours.csv""]"
"ggplot2-midwest","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ggplot2/midwest.csv""]"
"ggplot2-mpg","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ggplot2/mpg.csv""]"
"ggplot2-msleep","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ggplot2/msleep.csv""]"
"ggplot2-presidential","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ggplot2/presidential.csv""]"
"ggplot2-seals","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ggplot2/seals.csv""]"
"ggplot2-txhousing","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ggplot2/txhousing.csv""]"
"ggplot2movies-movies","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ggplot2movies/movies.csv""]"
"gt-countrypops","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gt/countrypops.csv""]"
"gt-exibble","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gt/exibble.csv""]"
"gt-gtcars","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gt/gtcars.csv""]"
"gt-pizzaplace","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gt/pizzaplace.csv""]"
"gt-sp500","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gt/sp500.csv""]"
"gt-sza","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/gt/sza.csv""]"
"HistData-Arbuthnot","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Arbuthnot.csv""]"
"HistData-Armada","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Armada.csv""]"
"HistData-Bowley","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Bowley.csv""]"
"HistData-Cavendish","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Cavendish.csv""]"
"HistData-ChestSizes","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/ChestSizes.csv""]"
"HistData-ChestStigler","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/ChestStigler.csv""]"
"HistData-Cholera","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Cholera.csv""]"
"HistData-CushnyPeebles","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/CushnyPeebles.csv""]"
"HistData-CushnyPeeblesN","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/CushnyPeeblesN.csv""]"
"HistData-Dactyl","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Dactyl.csv""]"
"HistData-DrinksWages","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/DrinksWages.csv""]"
"HistData-EdgeworthDeaths","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/EdgeworthDeaths.csv""]"
"HistData-Fingerprints","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Fingerprints.csv""]"
"HistData-Galton","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Galton.csv""]"
"HistData-GaltonFamilies","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/GaltonFamilies.csv""]"
"HistData-Guerry","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Guerry.csv""]"
"HistData-HalleyLifeTable","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/HalleyLifeTable.csv""]"
"HistData-Jevons","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Jevons.csv""]"
"HistData-Langren.all","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Langren.all.csv""]"
"HistData-Langren1644","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Langren1644.csv""]"
"HistData-Macdonell","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Macdonell.csv""]"
"HistData-MacdonellDF","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/MacdonellDF.csv""]"
"HistData-Michelson","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Michelson.csv""]"
"HistData-MichelsonSets","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/MichelsonSets.csv""]"
"HistData-Minard.cities","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Minard.cities.csv""]"
"HistData-Minard.temp","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Minard.temp.csv""]"
"HistData-Minard.troops","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Minard.troops.csv""]"
"HistData-Nightingale","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Nightingale.csv""]"
"HistData-OldMaps","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/OldMaps.csv""]"
"HistData-PearsonLee","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/PearsonLee.csv""]"
"HistData-PolioTrials","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/PolioTrials.csv""]"
"HistData-Prostitutes","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Prostitutes.csv""]"
"HistData-Pyx","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Pyx.csv""]"
"HistData-Quarrels","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Quarrels.csv""]"
"HistData-Snow.dates","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Snow.dates.csv""]"
"HistData-Snow.deaths","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Snow.deaths.csv""]"
"HistData-Snow.deaths2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Snow.deaths2.csv""]"
"HistData-Snow.pumps","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Snow.pumps.csv""]"
"HistData-Snow.streets","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Snow.streets.csv""]"
"HistData-Virginis","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Virginis.csv""]"
"HistData-Virginis.interp","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Virginis.interp.csv""]"
"HistData-Wheat","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Wheat.csv""]"
"HistData-Wheat.monarchs","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Wheat.monarchs.csv""]"
"HistData-Yeast","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Yeast.csv""]"
"HistData-YeastD.mat","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/YeastD.mat.csv""]"
"HistData-ZeaMays","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HistData/ZeaMays.csv""]"
"HLMdiag-ahd","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HLMdiag/ahd.csv""]"
"HLMdiag-autism","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HLMdiag/autism.csv""]"
"HLMdiag-radon","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HLMdiag/radon.csv""]"
"HLMdiag-wages","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HLMdiag/wages.csv""]"
"HSAUR-agefat","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/agefat.csv""]"
"HSAUR-aspirin","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/aspirin.csv""]"
"HSAUR-BCG","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/BCG.csv""]"
"HSAUR-birthdeathrates","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/birthdeathrates.csv""]"
"HSAUR-bladdercancer","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/bladdercancer.csv""]"
"HSAUR-BtheB","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/BtheB.csv""]"
"HSAUR-clouds","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/clouds.csv""]"
"HSAUR-CYGOB1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/CYGOB1.csv""]"
"HSAUR-epilepsy","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/epilepsy.csv""]"
"HSAUR-Forbes2000","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/Forbes2000.csv""]"
"HSAUR-foster","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/foster.csv""]"
"HSAUR-GHQ","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/GHQ.csv""]"
"HSAUR-heptathlon","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/heptathlon.csv""]"
"HSAUR-Lanza","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/Lanza.csv""]"
"HSAUR-mastectomy","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/mastectomy.csv""]"
"HSAUR-meteo","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/meteo.csv""]"
"HSAUR-orallesions","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/orallesions.csv""]"
"HSAUR-phosphate","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/phosphate.csv""]"
"HSAUR-pistonrings","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/pistonrings.csv""]"
"HSAUR-planets","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/planets.csv""]"
"HSAUR-plasma","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/plasma.csv""]"
"HSAUR-polyps","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/polyps.csv""]"
"HSAUR-polyps3","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/polyps3.csv""]"
"HSAUR-pottery","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/pottery.csv""]"
"HSAUR-rearrests","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/rearrests.csv""]"
"HSAUR-respiratory","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/respiratory.csv""]"
"HSAUR-roomwidth","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/roomwidth.csv""]"
"HSAUR-schizophrenia","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/schizophrenia.csv""]"
"HSAUR-schizophrenia2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/schizophrenia2.csv""]"
"HSAUR-schooldays","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/schooldays.csv""]"
"HSAUR-skulls","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/skulls.csv""]"
"HSAUR-smoking","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/smoking.csv""]"
"HSAUR-students","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/students.csv""]"
"HSAUR-suicides","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/suicides.csv""]"
"HSAUR-toothpaste","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/toothpaste.csv""]"
"HSAUR-voting","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/voting.csv""]"
"HSAUR-water","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/water.csv""]"
"HSAUR-watervoles","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/watervoles.csv""]"
"HSAUR-waves","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/waves.csv""]"
"HSAUR-weightgain","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/weightgain.csv""]"
"HSAUR-womensrole","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/HSAUR/womensrole.csv""]"
"hwde-IndianIrish","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/hwde/IndianIrish.csv""]"
"hwde-mendelABC","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/hwde/mendelABC.csv""]"
"ISLR-Auto","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Auto.csv""]"
"ISLR-Caravan","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Caravan.csv""]"
"ISLR-Carseats","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Carseats.csv""]"
"ISLR-College","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/College.csv""]"
"ISLR-Credit","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Credit.csv""]"
"ISLR-Default","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Default.csv""]"
"ISLR-Hitters","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Hitters.csv""]"
"ISLR-NCI60","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/NCI60.csv""]"
"ISLR-OJ","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/OJ.csv""]"
"ISLR-Portfolio","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Portfolio.csv""]"
"ISLR-Smarket","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Smarket.csv""]"
"ISLR-Wage","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Wage.csv""]"
"ISLR-Weekly","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/ISLR/Weekly.csv""]"
"KMsurv-aids","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/aids.csv""]"
"KMsurv-alloauto","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/alloauto.csv""]"
"KMsurv-allograft","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/allograft.csv""]"
"KMsurv-azt","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/azt.csv""]"
"KMsurv-baboon","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/baboon.csv""]"
"KMsurv-bcdeter","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/bcdeter.csv""]"
"KMsurv-bfeed","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/bfeed.csv""]"
"KMsurv-bmt","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/bmt.csv""]"
"KMsurv-bnct","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/bnct.csv""]"
"KMsurv-btrial","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/btrial.csv""]"
"KMsurv-burn","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/burn.csv""]"
"KMsurv-channing","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/channing.csv""]"
"KMsurv-drug6mp","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/drug6mp.csv""]"
"KMsurv-drughiv","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/drughiv.csv""]"
"KMsurv-hodg","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/hodg.csv""]"
"KMsurv-kidney","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/kidney.csv""]"
"KMsurv-kidrecurr","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/kidrecurr.csv""]"
"KMsurv-kidtran","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/kidtran.csv""]"
"KMsurv-larynx","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/larynx.csv""]"
"KMsurv-lung","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/lung.csv""]"
"KMsurv-pneumon","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/pneumon.csv""]"
"KMsurv-psych","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/psych.csv""]"
"KMsurv-rats","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/rats.csv""]"
"KMsurv-std","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/std.csv""]"
"KMsurv-stddiag","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/KMsurv/stddiag.csv""]"
